,file,class_name,cohesion
11450,D:\thesis2\9 project\scipy\scipy\scipy\weave\tests\test_standard_array_spec.py,test_standard_array_spec.TestArrayConverter,0.0%
11451,D:\thesis2\9 project\scipy\scipy\scipy\weave\tests\weave_test_utils.py,weave_test_utils.TempdirBlitz,77.78%
11452,D:\thesis2\9 project\scipy\scipy\scipy\_lib\decorator.py,decorator.getfullargspec,78.57%
11453,D:\thesis2\9 project\scipy\scipy\scipy\_lib\decorator.py,decorator.FunctionMaker,30.0%
11454,D:\thesis2\9 project\boto\boto\boto\ec2\elb\policies.py,policies.AppCookieStickinessPolicy,75.0%
11455,D:\thesis2\9 project\boto\boto\boto\ec2\elb\policies.py,policies.LBCookieStickinessPolicy,75.0%
11456,D:\thesis2\9 project\boto\boto\boto\ec2\elb\policies.py,policies.Policies,62.5%
11457,D:\thesis2\9 project\boto\boto\boto\ec2\elb\policies.py,policies.OtherPolicy,75.0%
11458,D:\thesis2\9 project\scipy\scipy\scipy\_lib\six.py,six.X,0.0%
11459,D:\thesis2\9 project\scipy\scipy\scipy\_lib\six.py,six.Iterator,0.0%
11460,D:\thesis2\9 project\scipy\scipy\scipy\_lib\_gcutils.py,_gcutils.ReferenceError,0.0%
11461,D:\thesis2\9 project\scipy\scipy\scipy\_lib\_util.py,_util.DeprecatedImport,77.78%
11462,D:\thesis2\9 project\scipy\scipy\scipy\_lib\_version.py,_version.NumpyVersion,16.88%
11463,D:\thesis2\9 project\scipy\scipy\scipy\_lib\tests\test__gcutils.py,test__gcutils.C,100.0%
11464,D:\thesis2\9 project\ansible\ansible\lib\ansible\runner\action_plugins\assert.py,assert.ActionModule,50.0%
11465,D:\thesis2\9 project\boto\boto\boto\ec2\elb\securitygroup.py,securitygroup.SecurityGroup,75.0%
11466,D:\thesis2\9 project\scipy\scipy\tools\authors.py,authors.Cmd,57.14%
11467,D:\thesis2\9 project\scipy\scipy\tools\gh_lists.py,gh_lists.CachedGet,83.33%
11468,D:\thesis2\9 project\scipy\scipy\tools\refguide_check.py,refguide_check.DTRunner,0.0%
11469,D:\thesis2\9 project\boto\boto\boto\ec2\elb\__init__.py,ELBConnection,2.78%
11470,D:\thesis2\9 project\tornado\tornado\setup.py,setup.custom_build_ext,100.0%
11471,D:\thesis2\9 project\tornado\tornado\demos\appengine\blog.py,blog.HomeHandler,100.0%
11472,D:\thesis2\9 project\tornado\tornado\demos\appengine\blog.py,blog.EntryHandler,0.0%
11473,D:\thesis2\9 project\tornado\tornado\demos\appengine\blog.py,blog.ArchiveHandler,0.0%
11474,D:\thesis2\9 project\tornado\tornado\demos\appengine\blog.py,blog.BaseHandler,33.33%
11475,D:\thesis2\9 project\tornado\tornado\demos\appengine\blog.py,blog.EntryModule,0.0%
11476,D:\thesis2\9 project\tornado\tornado\demos\appengine\blog.py,blog.Entry,0.0%
11477,D:\thesis2\9 project\tornado\tornado\demos\appengine\blog.py,blog.FeedHandler,0.0%
11478,D:\thesis2\9 project\tornado\tornado\demos\appengine\blog.py,blog.ComposeHandler,50.0%
11479,D:\thesis2\9 project\tornado\tornado\demos\benchmark\benchmark.py,benchmark.RootHandler,0.0%
11480,D:\thesis2\9 project\tornado\tornado\demos\benchmark\chunk_benchmark.py,chunk_benchmark.ChunkHandler,0.0%
11481,D:\thesis2\9 project\tornado\tornado\demos\benchmark\stack_context_benchmark.py,stack_context_benchmark.ExceptionBenchmark,50.0%
11482,D:\thesis2\9 project\tornado\tornado\demos\benchmark\stack_context_benchmark.py,stack_context_benchmark.StackBenchmark,50.0%
11483,D:\thesis2\9 project\tornado\tornado\demos\benchmark\stack_context_benchmark.py,stack_context_benchmark.Benchmark,0.0%
11484,D:\thesis2\9 project\tornado\tornado\demos\blog\blog.py,blog.HomeHandler,100.0%
11485,D:\thesis2\9 project\tornado\tornado\demos\blog\blog.py,blog.EntryModule,0.0%
11486,D:\thesis2\9 project\tornado\tornado\demos\blog\blog.py,blog.EntryHandler,100.0%
11487,D:\thesis2\9 project\tornado\tornado\demos\blog\blog.py,blog.AuthCreateHandler,50.0%
11488,D:\thesis2\9 project\tornado\tornado\demos\blog\blog.py,blog.BaseHandler,50.0%
11489,D:\thesis2\9 project\tornado\tornado\demos\blog\blog.py,blog.AuthLogoutHandler,0.0%
11490,D:\thesis2\9 project\tornado\tornado\demos\blog\blog.py,blog.AuthLoginHandler,50.0%
11491,D:\thesis2\9 project\tornado\tornado\demos\blog\blog.py,blog.Application,100.0%
11492,D:\thesis2\9 project\tornado\tornado\demos\blog\blog.py,blog.ArchiveHandler,100.0%
11493,D:\thesis2\9 project\tornado\tornado\demos\blog\blog.py,blog.FeedHandler,100.0%
11494,D:\thesis2\9 project\tornado\tornado\demos\blog\blog.py,blog.ComposeHandler,75.0%
11495,D:\thesis2\9 project\boto\boto\boto\ec2containerservice\exceptions.py,exceptions.ServerException,0.0%
11496,D:\thesis2\9 project\boto\boto\boto\ec2containerservice\exceptions.py,exceptions.ClientException,0.0%
11497,D:\thesis2\9 project\tornado\tornado\demos\chat\chatdemo.py,chatdemo.MessageUpdatesHandler,75.0%
11498,D:\thesis2\9 project\tornado\tornado\demos\chat\chatdemo.py,chatdemo.MessageBuffer,75.0%
11499,D:\thesis2\9 project\tornado\tornado\demos\chat\chatdemo.py,chatdemo.MainHandler,0.0%
11500,D:\thesis2\9 project\tornado\tornado\demos\chat\chatdemo.py,chatdemo.MessageNewHandler,0.0%
11501,D:\thesis2\9 project\tornado\tornado\demos\facebook\facebook.py,facebook.MainHandler,50.0%
11502,D:\thesis2\9 project\tornado\tornado\demos\facebook\facebook.py,facebook.BaseHandler,0.0%
11503,D:\thesis2\9 project\tornado\tornado\demos\facebook\facebook.py,facebook.AuthLogoutHandler,0.0%
11504,D:\thesis2\9 project\tornado\tornado\demos\facebook\facebook.py,facebook.AuthLoginHandler,50.0%
11505,D:\thesis2\9 project\tornado\tornado\demos\facebook\facebook.py,facebook.Application,0.0%
11506,D:\thesis2\9 project\tornado\tornado\demos\facebook\facebook.py,facebook.PostModule,0.0%
11507,D:\thesis2\9 project\tornado\tornado\demos\helloworld\helloworld.py,helloworld.MainHandler,0.0%
11508,D:\thesis2\9 project\tornado\tornado\demos\s3server\s3server.py,s3server.S3Application,100.0%
11509,D:\thesis2\9 project\tornado\tornado\demos\s3server\s3server.py,s3server.BucketHandler,100.0%
11510,D:\thesis2\9 project\tornado\tornado\demos\s3server\s3server.py,s3server.BaseRequestHandler,16.67%
11511,D:\thesis2\9 project\tornado\tornado\demos\s3server\s3server.py,s3server.ObjectHandler,66.67%
11512,D:\thesis2\9 project\tornado\tornado\demos\s3server\s3server.py,s3server.RootHandler,100.0%
11513,D:\thesis2\9 project\tornado\tornado\demos\twitter\twitterdemo.py,twitterdemo.BaseHandler,100.0%
11514,D:\thesis2\9 project\tornado\tornado\demos\twitter\twitterdemo.py,twitterdemo.LogoutHandler,100.0%
11515,D:\thesis2\9 project\tornado\tornado\demos\twitter\twitterdemo.py,twitterdemo.MainHandler,100.0%
11516,D:\thesis2\9 project\tornado\tornado\demos\twitter\twitterdemo.py,twitterdemo.LoginHandler,100.0%
11517,D:\thesis2\9 project\tornado\tornado\demos\websocket\chatdemo.py,chatdemo.Application,0.0%
11518,D:\thesis2\9 project\tornado\tornado\demos\websocket\chatdemo.py,chatdemo.MainHandler,0.0%
11519,D:\thesis2\9 project\tornado\tornado\demos\websocket\chatdemo.py,chatdemo.ChatSocketHandler,0.0%
11520,D:\thesis2\9 project\tornado\tornado\demos\webspider\webspider.py,webspider.URLSeeker,100.0%
11521,D:\thesis2\9 project\boto\boto\boto\ec2containerservice\layer1.py,layer1.EC2ContainerServiceConnection,3.62%
11522,D:\thesis2\9 project\tornado\tornado\maint\scripts\custom_fixers\fix_future_imports.py,fix_future_imports.FixFutureImports,25.0%
11523,D:\thesis2\9 project\tornado\tornado\maint\scripts\custom_fixers\fix_unicode_literal.py,fix_unicode_literal.FixUnicodeLiteral,0.0%
11524,D:\thesis2\9 project\tornado\tornado\maint\test\redbot\red_test.py,red_test.HelloHandler,0.0%
11525,D:\thesis2\9 project\tornado\tornado\maint\test\redbot\red_test.py,red_test.DefaultHTTPTest,0.0%
11526,D:\thesis2\9 project\tornado\tornado\maint\test\redbot\red_test.py,red_test.ChunkedHandler,100.0%
11527,D:\thesis2\9 project\tornado\tornado\maint\test\redbot\red_test.py,red_test.CacheHandler,50.0%
11528,D:\thesis2\9 project\tornado\tornado\maint\test\redbot\red_test.py,red_test.RedirectHandler,0.0%
11529,D:\thesis2\9 project\tornado\tornado\maint\test\redbot\red_test.py,red_test.GzipHTTPTest,0.0%
11530,D:\thesis2\9 project\tornado\tornado\maint\test\redbot\red_test.py,red_test.PostHandler,0.0%
11531,D:\thesis2\9 project\tornado\tornado\maint\test\redbot\red_test.py,red_test.TestMixin,4.35%
11532,D:\thesis2\9 project\tornado\tornado\maint\test\websocket\server.py,server.EchoHandler,0.0%
11533,D:\thesis2\9 project\tornado\tornado\tornado\auth.py,auth.AuthError,0.0%
11534,D:\thesis2\9 project\tornado\tornado\tornado\auth.py,auth.OAuth2Mixin,50.0%
11535,D:\thesis2\9 project\tornado\tornado\tornado\auth.py,auth.OpenIdMixin,46.67%
11536,D:\thesis2\9 project\tornado\tornado\tornado\auth.py,auth.OAuthMixin,9.52%
11537,D:\thesis2\9 project\tornado\tornado\tornado\auth.py,auth.GoogleOAuth2Mixin,22.22%
11538,D:\thesis2\9 project\tornado\tornado\tornado\auth.py,auth.TwitterMixin,11.11%
11539,D:\thesis2\9 project\tornado\tornado\tornado\auth.py,auth.FacebookGraphMixin,9.52%
11540,D:\thesis2\9 project\tornado\tornado\tornado\concurrent.py,concurrent.Future,25.56%
11541,D:\thesis2\9 project\tornado\tornado\tornado\concurrent.py,concurrent.DummyExecutor,0.0%
11542,D:\thesis2\9 project\tornado\tornado\tornado\concurrent.py,concurrent.ReturnValueIgnoredError,0.0%
11543,D:\thesis2\9 project\tornado\tornado\tornado\concurrent.py,concurrent._TracebackLogger,58.33%
11544,D:\thesis2\9 project\tornado\tornado\tornado\curl_httpclient.py,curl_httpclient.CurlAsyncHTTPClient,16.52%
11545,D:\thesis2\9 project\tornado\tornado\tornado\curl_httpclient.py,curl_httpclient.CurlError,100.0%
11546,D:\thesis2\9 project\tornado\tornado\tornado\gen.py,gen.Multi,66.67%
11547,D:\thesis2\9 project\tornado\tornado\tornado\gen.py,gen.Return,100.0%
11548,D:\thesis2\9 project\tornado\tornado\tornado\gen.py,gen.TimeoutError,0.0%
11549,D:\thesis2\9 project\tornado\tornado\tornado\gen.py,gen.ReturnValueIgnoredError,0.0%
11550,D:\thesis2\9 project\tornado\tornado\tornado\gen.py,gen.Runner,32.73%
11551,D:\thesis2\9 project\tornado\tornado\tornado\gen.py,gen.KeyReuseError,0.0%
11552,D:\thesis2\9 project\tornado\tornado\tornado\gen.py,gen.YieldFuture,68.75%
11553,D:\thesis2\9 project\tornado\tornado\tornado\gen.py,gen.WaitAll,75.0%
11554,D:\thesis2\9 project\tornado\tornado\tornado\gen.py,gen.YieldPoint,0.0%
11555,D:\thesis2\9 project\tornado\tornado\tornado\gen.py,gen.Callback,62.5%
11556,D:\thesis2\9 project\tornado\tornado\tornado\gen.py,gen.WaitIterator,60.0%
11557,D:\thesis2\9 project\tornado\tornado\tornado\gen.py,gen.UnknownKeyError,0.0%
11558,D:\thesis2\9 project\tornado\tornado\tornado\gen.py,gen.Wait,75.0%
11559,D:\thesis2\9 project\tornado\tornado\tornado\gen.py,gen.LeakedCallbackError,0.0%
11560,D:\thesis2\9 project\tornado\tornado\tornado\gen.py,gen.BadYieldError,0.0%
11561,D:\thesis2\9 project\tornado\tornado\tornado\http1connection.py,http1connection.HTTP1ServerConnection,68.75%
11562,D:\thesis2\9 project\tornado\tornado\tornado\http1connection.py,http1connection._GzipMessageDelegate,73.33%
11563,D:\thesis2\9 project\tornado\tornado\tornado\http1connection.py,http1connection.HTTP1ConnectionParameters,100.0%
11564,D:\thesis2\9 project\tornado\tornado\tornado\http1connection.py,http1connection._ExceptionLoggingContext,66.67%
11565,D:\thesis2\9 project\tornado\tornado\tornado\http1connection.py,http1connection._QuietException,0.0%
11566,D:\thesis2\9 project\tornado\tornado\tornado\http1connection.py,http1connection.HTTP1Connection,19.21%
11567,D:\thesis2\9 project\tornado\tornado\tornado\httpclient.py,httpclient.HTTPRequest,13.91%
11568,D:\thesis2\9 project\tornado\tornado\tornado\httpclient.py,httpclient.AsyncHTTPClient,25.0%
11569,D:\thesis2\9 project\tornado\tornado\tornado\httpclient.py,httpclient._RequestProxy,100.0%
11570,D:\thesis2\9 project\tornado\tornado\tornado\httpclient.py,httpclient.HTTPResponse,28.85%
11571,D:\thesis2\9 project\tornado\tornado\tornado\httpclient.py,httpclient.HTTPError,100.0%
11572,D:\thesis2\9 project\tornado\tornado\tornado\httpclient.py,httpclient.HTTPClient,66.67%
11573,D:\thesis2\9 project\boto\boto\boto\ecs\item.py,item.ItemSet,34.72%
11574,D:\thesis2\9 project\boto\boto\boto\ecs\item.py,item.Item,0.0%
11575,D:\thesis2\9 project\boto\boto\boto\ecs\item.py,item.ResponseGroup,36.73%
11576,D:\thesis2\9 project\tornado\tornado\tornado\httpserver.py,httpserver.HTTPServer,22.92%
11577,D:\thesis2\9 project\tornado\tornado\tornado\httpserver.py,httpserver._HTTPRequestContext,62.5%
11578,D:\thesis2\9 project\tornado\tornado\tornado\httpserver.py,httpserver._ServerRequestAdapter,63.33%
11579,D:\thesis2\9 project\tornado\tornado\tornado\httputil.py,httputil.SSLError,0.0%
11580,D:\thesis2\9 project\tornado\tornado\tornado\httputil.py,httputil.HTTPInputError,0.0%
11581,D:\thesis2\9 project\tornado\tornado\tornado\httputil.py,httputil.HTTPOutputError,0.0%
11582,D:\thesis2\9 project\tornado\tornado\tornado\httputil.py,httputil.HTTPServerRequest,19.47%
11583,D:\thesis2\9 project\tornado\tornado\tornado\httputil.py,httputil._NormalizedHeaderCache,100.0%
11584,D:\thesis2\9 project\tornado\tornado\tornado\httputil.py,httputil.HTTPMessageDelegate,0.0%
11585,D:\thesis2\9 project\tornado\tornado\tornado\httputil.py,httputil.HTTPConnection,0.0%
11586,D:\thesis2\9 project\tornado\tornado\tornado\httputil.py,httputil.HTTPServerConnectionDelegate,0.0%
11587,D:\thesis2\9 project\tornado\tornado\tornado\httputil.py,httputil.HTTPFile,0.0%
11588,D:\thesis2\9 project\tornado\tornado\tornado\httputil.py,httputil.HTTPHeaders,23.81%
11589,D:\thesis2\9 project\tornado\tornado\tornado\ioloop.py,ioloop.IOLoop,0.37%
11590,D:\thesis2\9 project\tornado\tornado\tornado\ioloop.py,ioloop._Timeout,58.33%
11591,D:\thesis2\9 project\tornado\tornado\tornado\ioloop.py,ioloop.TimeoutError,0.0%
11592,D:\thesis2\9 project\tornado\tornado\tornado\ioloop.py,ioloop.PeriodicCallback,55.56%
11593,D:\thesis2\9 project\tornado\tornado\tornado\ioloop.py,ioloop.PollIOLoop,26.92%
11594,D:\thesis2\9 project\tornado\tornado\tornado\iostream.py,iostream.IOStream,20.0%
11595,D:\thesis2\9 project\tornado\tornado\tornado\iostream.py,iostream.UnsatisfiableReadError,0.0%
11596,D:\thesis2\9 project\tornado\tornado\tornado\iostream.py,iostream.SSLIOStream,22.08%
11597,D:\thesis2\9 project\tornado\tornado\tornado\iostream.py,iostream.PipeIOStream,60.0%
11598,D:\thesis2\9 project\tornado\tornado\tornado\iostream.py,iostream.StreamClosedError,0.0%
11599,D:\thesis2\9 project\tornado\tornado\tornado\iostream.py,iostream.StreamBufferFullError,0.0%
11600,D:\thesis2\9 project\tornado\tornado\tornado\iostream.py,iostream.BaseIOStream,10.92%
11601,D:\thesis2\9 project\tornado\tornado\tornado\locale.py,locale.Locale,26.98%
11602,D:\thesis2\9 project\tornado\tornado\tornado\locale.py,locale.GettextLocale,0.0%
11603,D:\thesis2\9 project\tornado\tornado\tornado\locale.py,locale.CSVLocale,100.0%
11604,D:\thesis2\9 project\tornado\tornado\tornado\locks.py,locks.BoundedSemaphore,75.0%
11605,D:\thesis2\9 project\tornado\tornado\tornado\locks.py,locks.Lock,33.33%
11606,D:\thesis2\9 project\tornado\tornado\tornado\locks.py,locks._ReleasingContextManager,66.67%
11607,D:\thesis2\9 project\tornado\tornado\tornado\locks.py,locks.Semaphore,46.67%
11608,D:\thesis2\9 project\tornado\tornado\tornado\locks.py,locks._TimeoutGarbageCollector,100.0%
11609,D:\thesis2\9 project\tornado\tornado\tornado\locks.py,locks.Event,50.0%
11610,D:\thesis2\9 project\tornado\tornado\tornado\locks.py,locks.Condition,40.0%
11611,D:\thesis2\9 project\tornado\tornado\tornado\log.py,log.LogFormatter,50.0%
11612,D:\thesis2\9 project\tornado\tornado\tornado\netutil.py,netutil.ExecutorResolver,55.56%
11613,D:\thesis2\9 project\tornado\tornado\tornado\netutil.py,netutil.BlockingResolver,0.0%
11614,D:\thesis2\9 project\tornado\tornado\tornado\netutil.py,netutil.OverrideResolver,83.33%
11615,D:\thesis2\9 project\tornado\tornado\tornado\netutil.py,netutil.ThreadedResolver,0.0%
11616,D:\thesis2\9 project\tornado\tornado\tornado\netutil.py,netutil.Resolver,0.0%
11617,D:\thesis2\9 project\tornado\tornado\tornado\options.py,options._Option,17.36%
11618,D:\thesis2\9 project\tornado\tornado\tornado\options.py,options._Mockable,50.0%
11619,D:\thesis2\9 project\tornado\tornado\tornado\options.py,options.OptionParser,23.53%
11620,D:\thesis2\9 project\tornado\tornado\tornado\options.py,options.Error,0.0%
11621,D:\thesis2\9 project\tornado\tornado\tornado\process.py,process.Subprocess,13.64%
11622,D:\thesis2\9 project\boto\boto\boto\ecs\__init__.py,ECSConnection,0.0%
11623,D:\thesis2\9 project\tornado\tornado\tornado\queues.py,queues.Queue,21.05%
11624,D:\thesis2\9 project\tornado\tornado\tornado\queues.py,queues.PriorityQueue,100.0%
11625,D:\thesis2\9 project\tornado\tornado\tornado\queues.py,queues.LifoQueue,100.0%
11626,D:\thesis2\9 project\tornado\tornado\tornado\queues.py,queues.QueueEmpty,0.0%
11627,D:\thesis2\9 project\tornado\tornado\tornado\queues.py,queues.QueueFull,0.0%
11628,D:\thesis2\9 project\tornado\tornado\tornado\simple_httpclient.py,simple_httpclient.SimpleAsyncHTTPClient,29.91%
11629,D:\thesis2\9 project\tornado\tornado\tornado\simple_httpclient.py,simple_httpclient._HTTPConnection,18.23%
11630,D:\thesis2\9 project\tornado\tornado\tornado\stack_context.py,stack_context.NullContext,100.0%
11631,D:\thesis2\9 project\tornado\tornado\tornado\stack_context.py,stack_context.ExceptionStackContext,40.0%
11632,D:\thesis2\9 project\tornado\tornado\tornado\stack_context.py,stack_context._State,100.0%
11633,D:\thesis2\9 project\tornado\tornado\tornado\stack_context.py,stack_context.StackContext,36.67%
11634,D:\thesis2\9 project\tornado\tornado\tornado\stack_context.py,stack_context.StackContextInconsistentError,0.0%
11635,D:\thesis2\9 project\tornado\tornado\tornado\tcpclient.py,tcpclient.TCPClient,56.25%
11636,D:\thesis2\9 project\tornado\tornado\tornado\tcpclient.py,tcpclient._Connector,40.63%
11637,D:\thesis2\9 project\tornado\tornado\tornado\tcpserver.py,tcpserver.TCPServer,27.78%
11638,D:\thesis2\9 project\tornado\tornado\tornado\template.py,template.BaseLoader,40.0%
11639,D:\thesis2\9 project\tornado\tornado\tornado\template.py,template._Statement,100.0%
11640,D:\thesis2\9 project\tornado\tornado\tornado\template.py,template._Node,0.0%
11641,D:\thesis2\9 project\tornado\tornado\tornado\template.py,template.Template,46.43%
11642,D:\thesis2\9 project\tornado\tornado\tornado\template.py,template._ApplyBlock,77.78%
11643,D:\thesis2\9 project\tornado\tornado\tornado\template.py,template._CodeWriter,40.0%
11644,D:\thesis2\9 project\tornado\tornado\tornado\template.py,template._IntermediateControlBlock,100.0%
11645,D:\thesis2\9 project\tornado\tornado\tornado\template.py,template._Text,100.0%
11646,D:\thesis2\9 project\tornado\tornado\tornado\template.py,template._Module,0.0%
11647,D:\thesis2\9 project\tornado\tornado\tornado\template.py,template._ChunkList,100.0%
11648,D:\thesis2\9 project\tornado\tornado\tornado\template.py,template._ExtendsBlock,100.0%
11649,D:\thesis2\9 project\tornado\tornado\tornado\template.py,template._Expression,100.0%
11650,D:\thesis2\9 project\tornado\tornado\tornado\template.py,template._ControlBlock,77.78%
11651,D:\thesis2\9 project\tornado\tornado\tornado\template.py,template.ParseError,0.0%
11652,D:\thesis2\9 project\tornado\tornado\tornado\template.py,template._NamedBlock,50.0%
11653,D:\thesis2\9 project\tornado\tornado\tornado\template.py,template.Indenter,100.0%
11654,D:\thesis2\9 project\tornado\tornado\tornado\template.py,template.IncludeTemplate,50.0%
11655,D:\thesis2\9 project\tornado\tornado\tornado\template.py,template._IncludeBlock,88.89%
11656,D:\thesis2\9 project\tornado\tornado\tornado\template.py,template._TemplateReader,53.57%
11657,D:\thesis2\9 project\tornado\tornado\tornado\template.py,template._File,66.67%
11658,D:\thesis2\9 project\tornado\tornado\tornado\template.py,template.Loader,100.0%
11659,D:\thesis2\9 project\tornado\tornado\tornado\template.py,template.DictLoader,66.67%
11660,D:\thesis2\9 project\tornado\tornado\tornado\testing.py,testing.AsyncHTTPTestCase,26.0%
11661,D:\thesis2\9 project\tornado\tornado\tornado\testing.py,testing.AsyncTestCase,31.75%
11662,D:\thesis2\9 project\tornado\tornado\tornado\testing.py,testing._TestMethodWrapper,0.0%
11663,D:\thesis2\9 project\tornado\tornado\tornado\testing.py,testing.LogTrapTestCase,0.0%
11664,D:\thesis2\9 project\tornado\tornado\tornado\testing.py,testing.AsyncHTTPSTestCase,25.0%
11665,D:\thesis2\9 project\tornado\tornado\tornado\testing.py,testing.ExpectLog,62.5%
11666,D:\thesis2\9 project\tornado\tornado\tornado\util.py,util.Configurable,0.0%
11667,D:\thesis2\9 project\tornado\tornado\tornado\util.py,util.ArgReplacer,100.0%
11668,D:\thesis2\9 project\tornado\tornado\tornado\util.py,util.GzipDecompressor,0.0%
11669,D:\thesis2\9 project\tornado\tornado\tornado\util.py,util.ObjectDict,0.0%
11670,D:\thesis2\9 project\tornado\tornado\tornado\web.py,web.MissingArgumentError,100.0%
11671,D:\thesis2\9 project\tornado\tornado\tornado\web.py,web.Finish,0.0%
11672,D:\thesis2\9 project\tornado\tornado\tornado\web.py,web.OutputTransform,0.0%
11673,D:\thesis2\9 project\tornado\tornado\tornado\web.py,web._RequestDispatcher,50.0%
11674,D:\thesis2\9 project\tornado\tornado\tornado\web.py,web.URLSpec,53.57%
11675,D:\thesis2\9 project\tornado\tornado\tornado\web.py,web._linkify,0.0%
11676,D:\thesis2\9 project\tornado\tornado\tornado\web.py,web.RedirectHandler,100.0%
11677,D:\thesis2\9 project\tornado\tornado\tornado\web.py,web.FallbackHandler,75.0%
11678,D:\thesis2\9 project\tornado\tornado\tornado\web.py,web.ErrorHandler,33.33%
11679,D:\thesis2\9 project\tornado\tornado\tornado\web.py,web.Application,22.73%
11680,D:\thesis2\9 project\tornado\tornado\tornado\web.py,web.UIModule,15.0%
11681,D:\thesis2\9 project\tornado\tornado\tornado\web.py,web.RequestHandler,3.94%
11682,D:\thesis2\9 project\tornado\tornado\tornado\web.py,web._xsrf_form_html,100.0%
11683,D:\thesis2\9 project\tornado\tornado\tornado\web.py,web.StaticFileHandler,9.52%
11684,D:\thesis2\9 project\tornado\tornado\tornado\web.py,web.GZipContentEncoding,45.0%
11685,D:\thesis2\9 project\tornado\tornado\tornado\web.py,web._UIModuleNamespace,66.67%
11686,D:\thesis2\9 project\tornado\tornado\tornado\web.py,web.HTTPError,100.0%
11687,D:\thesis2\9 project\tornado\tornado\tornado\web.py,web.TemplateModule,27.78%
11688,D:\thesis2\9 project\tornado\tornado\tornado\websocket.py,websocket.WebSocketProtocol,45.0%
11689,D:\thesis2\9 project\tornado\tornado\tornado\websocket.py,websocket.WebSocketClosedError,0.0%
11690,D:\thesis2\9 project\tornado\tornado\tornado\websocket.py,websocket.WebSocketProtocol13,11.63%
11691,D:\thesis2\9 project\tornado\tornado\tornado\websocket.py,websocket.WebSocketHandler,15.63%
11692,D:\thesis2\9 project\tornado\tornado\tornado\websocket.py,websocket.WebSocketError,0.0%
11693,D:\thesis2\9 project\tornado\tornado\tornado\websocket.py,websocket.WebSocketClientConnection,20.0%
11694,D:\thesis2\9 project\tornado\tornado\tornado\websocket.py,websocket._PerMessageDeflateCompressor,66.67%
11695,D:\thesis2\9 project\tornado\tornado\tornado\websocket.py,websocket._PerMessageDeflateDecompressor,66.67%
11696,D:\thesis2\9 project\boto\boto\boto\elasticache\layer1.py,layer1.ElastiCacheConnection,2.27%
11697,D:\thesis2\9 project\tornado\tornado\tornado\wsgi.py,wsgi.WSGIAdapter,0.0%
11698,D:\thesis2\9 project\tornado\tornado\tornado\wsgi.py,wsgi.WSGIContainer,0.0%
11699,D:\thesis2\9 project\tornado\tornado\tornado\wsgi.py,wsgi._WSGIRequestContext,75.0%
11700,D:\thesis2\9 project\tornado\tornado\tornado\wsgi.py,wsgi._WSGIConnection,50.0%
11701,D:\thesis2\9 project\tornado\tornado\tornado\wsgi.py,wsgi.WSGIApplication,0.0%
11702,D:\thesis2\9 project\tornado\tornado\tornado\platform\asyncio.py,asyncio.BaseAsyncIOLoop,29.09%
11703,D:\thesis2\9 project\tornado\tornado\tornado\platform\asyncio.py,asyncio.AsyncIOLoop,0.0%
11704,D:\thesis2\9 project\tornado\tornado\tornado\platform\asyncio.py,asyncio.AsyncIOMainLoop,0.0%
11705,D:\thesis2\9 project\tornado\tornado\tornado\platform\caresresolver.py,caresresolver.CaresResolver,45.0%
11706,D:\thesis2\9 project\tornado\tornado\tornado\platform\common.py,common.Waker,50.0%
11707,D:\thesis2\9 project\tornado\tornado\tornado\platform\epoll.py,epoll.EPollIOLoop,0.0%
11708,D:\thesis2\9 project\tornado\tornado\tornado\platform\interface.py,interface.Waker,0.0%
11709,D:\thesis2\9 project\tornado\tornado\tornado\platform\kqueue.py,kqueue._KQueue,50.0%
11710,D:\thesis2\9 project\tornado\tornado\tornado\platform\kqueue.py,kqueue.KQueueIOLoop,0.0%
11711,D:\thesis2\9 project\tornado\tornado\tornado\platform\posix.py,posix.Waker,66.67%
11712,D:\thesis2\9 project\tornado\tornado\tornado\platform\select.py,select._Select,54.17%
11713,D:\thesis2\9 project\tornado\tornado\tornado\platform\select.py,select.SelectIOLoop,0.0%
11714,D:\thesis2\9 project\tornado\tornado\tornado\platform\twisted.py,twisted.TwistedResolver,66.67%
11715,D:\thesis2\9 project\tornado\tornado\tornado\platform\twisted.py,twisted.TornadoDelayedCall,60.0%
11716,D:\thesis2\9 project\tornado\tornado\tornado\platform\twisted.py,twisted.TornadoReactor,25.0%
11717,D:\thesis2\9 project\tornado\tornado\tornado\platform\twisted.py,twisted._TestReactor,0.0%
11718,D:\thesis2\9 project\tornado\tornado\tornado\platform\twisted.py,twisted.TwistedIOLoop,38.64%
11719,D:\thesis2\9 project\tornado\tornado\tornado\platform\twisted.py,twisted._FD,43.33%
11720,D:\thesis2\9 project\tornado\tornado\tornado\test\asyncio_test.py,asyncio_test.AsyncIOLoopTest,25.0%
11721,D:\thesis2\9 project\tornado\tornado\tornado\test\auth_test.py,auth_test.OAuth2ClientLoginHandler,50.0%
11722,D:\thesis2\9 project\tornado\tornado\tornado\test\auth_test.py,auth_test.TwitterServerShowUserHandler,100.0%
11723,D:\thesis2\9 project\tornado\tornado\tornado\test\auth_test.py,auth_test.TwitterClientShowUserFutureHandler,0.0%
11724,D:\thesis2\9 project\tornado\tornado\tornado\test\auth_test.py,auth_test.TwitterClientLoginGenCoroutineHandler,0.0%
